customer_id,churn_risk
7577-SWIFR,0.9203379422891617
7439-DKZTW,0.9061453702190865
1452-VOQCH,0.8956635649852107
9603-OAIHC,0.8591923527480995
5542-TBBWB,0.8501569684120842
5150-ITWWB,0.8153242088923066
4927-WWOOZ,0.8028439213666223
1628-BIZYP,0.8018964996783522
7465-ZZRVX,0.7959084933461681
4912-PIGUY,0.7943132845862092
3878-AVSOQ,0.7833792056033316
1640-PLFMP,0.7833501216203441
9840-EFJQB,0.7770690432093477
9605-WGJVW,0.7735631377985878
1393-IMKZG,0.7715788428885204
8040-MNRTF,0.7652568394961594
2545-EBUPK,0.7650300080603362
5043-TRZWM,0.7597469212780276
3295-YVUSR,0.7465886962868339
2254-DLXRI,0.7395014320311972
0021-IKXGC,0.7393980683385055
2262-SLNVK,0.7357707947639259
3462-BJQQA,0.7348507391489649
8161-QYMTT,0.7344858874206838
9957-YODKZ,0.7344062291469544
9617-INGJY,0.7224232984055025
5032-MIYKT,0.7217859223621653
7590-VHVEG,0.7143739001564106
3318-NMQXL,0.7141068058140594
1173-XZPYF,0.7116546398957339
4234-XTNEA,0.7114923179448005
8309-IEYJD,0.7112406409380709
6630-UJZMY,0.7102296552180839
3422-GALYP,0.706663407063213
6350-XFYGW,0.7063163305721197
6969-MVBAI,0.7020455375350738
3320-VEOYC,0.699609093885137
8087-LGYHQ,0.6959192041071808
2215-ZAFGX,0.695591408304024
4749-OJKQU,0.6948517719294469
5348-CAGXB,0.6947666716806036
2674-MIAHT,0.6931359422673985
4559-UWIHT,0.6927996221508015
6357-JJPQT,0.6916110131917393
4090-KPJIP,0.6910858206827943
9290-SHCMB,0.6904539170832943
0365-BZUWY,0.6890851608034856
8739-XNIKG,0.6879329662657685
8622-ZLFKO,0.686645000603897
4770-UEZOX,0.6863848092038399
9094-AZPHK,0.6846025969849637
8775-ERLNB,0.6821051363836875
7365-BVCJH,0.6757893043506037
1197-BVMVG,0.6740512351391866
5935-FCCNB,0.6701536555138357
2080-GKCWQ,0.6695536701704994
6856-RAURS,0.6682437570631068
5091-HFAZW,0.664465174150816
4813-HQMGZ,0.6632193308729163
3420-YJLQT,0.6627815710186554
3096-GKWEB,0.6627758655090011
1508-DFXCU,0.6620006179691578
7858-GTZSP,0.6617820259480908
2920-RNCEZ,0.6617018635215159
3489-HHPFY,0.6608395820374229
3452-GWUIN,0.6596832695196707
2789-HQBOU,0.658569011765392
2123-AGEEN,0.6580574152714351
8242-SOQUO,0.6575387317420426
4847-TAJYI,0.6566811523922214
4445-ZJNMU,0.6550622910351086
5701-YVSVF,0.6536289436935325
1960-UYCNN,0.6498366419755492
9919-KNPOO,0.6486515837978262
0187-QSXOE,0.6476339290394104
0674-EYYZV,0.6448878386139556
7994-UYIVZ,0.6444307980991013
7379-FNIUJ,0.6440372159904364
2876-GZYZC,0.643967907993744
2880-FPNAE,0.6417348528184132
5501-TVMGM,0.6414240353041966
4115-NZRKS,0.6406955199225481
5429-LWCMV,0.640460058953492
6986-IXNDM,0.63844695519812
5382-SOYZL,0.6371271636638292
6918-UMQCG,0.636330447125292
3841-CONLJ,0.6351465505584472
4060-LDNLU,0.6329358168172619
7225-CBZPL,0.6295275195778024
7398-SKNQZ,0.6288829122184078
4884-ZTHVF,0.6277381521291072
5956-YHHRX,0.6277229928317694
2038-OEQZH,0.6271679752364051
3629-ZNKXA,0.6267728175207897
3370-HXOPH,0.6260171733396444
6229-LSCKB,0.6260165610217476
9822-OAOVB,0.6255372071612186
6734-GMPVK,0.6246584639965548
0480-BIXDE,0.6233688730204018
7823-JSOAG,0.62305585377877
9799-CAYJJ,0.6214181231619458
2077-MPJQO,0.6206010321260895
4854-CIDCF,0.6195320256093173
2984-AFWNC,0.6183816085391416
5995-SNNEW,0.618283350446967
2480-JZOSN,0.6176510158153067
7668-XCFYV,0.6161642528888281
9334-GWGOW,0.615849555451257
0224-RLWWD,0.6150098748619705
2371-JQHZZ,0.6149454391555479
8875-AKBYH,0.6136422674699223
4395-PZMSN,0.6127023647324864
7363-QTBIW,0.6115294290940072
7321-VGNKU,0.611019923384611
1200-TUZHR,0.6100732596587596
5119-NZPTV,0.6100648970250854
6215-NQCPY,0.6098569818800037
0722-SVSFK,0.6092473767688816
7537-RBWEA,0.6092081893800745
7402-EYFXX,0.6088397312522943
7044-YAACC,0.6084849772378601
2985-FMWYF,0.6082262467841398
6851-WEFYX,0.6081540423136083
7392-YYPYJ,0.6078024292776779
0840-DFEZH,0.6070166177957246
6519-CFDBX,0.6063757915236058
7394-LWLYN,0.6062589939591289
6198-ZFIOJ,0.6059388249792772
8313-NDOIA,0.6048912015046047
0168-XZKBB,0.6048196647889377
9402-ORRAH,0.6021629325049984
2897-DOVND,0.6019491508868289
6435-SRWBJ,0.6017663522178617
7278-CKDNC,0.601696071855203
8107-KNCIM,0.6016355720370755
4566-NECEV,0.6006677499380185
4929-XIHVW,0.6002987378361502
7206-PQBBZ,0.6001163128735068
3966-HRMZA,0.5999554480149406
0928-XUTSN,0.5994596390789783
3427-GGZZI,0.598773661850904
3717-OEAUQ,0.5981716616136695
6407-UTSLV,0.5978461950652232
8714-CTZJW,0.59764020586223
9360-OMDZZ,0.5967913743109531
4367-NHWMM,0.5964850355860364
3411-WLRSQ,0.595429623769264
3338-CVVEH,0.5942098447504984
2081-VEYEH,0.5941284815390169
5628-FCGYG,0.5931068016873469
1746-TGTWV,0.5917622912272518
5760-IFJOZ,0.590863139885686
9050-IKDZA,0.588572844410284
4298-OYIFC,0.5881587819319417
4195-NZGTA,0.5855071354907107
1219-NNDDO,0.5854464131796849
9717-QEBGU,0.5854234847947558
4059-IIEBK,0.5843248442854315
6116-RFVHN,0.5841521147215004
8325-QRPZR,0.5839852044552875
4633-MKHYU,0.583598655618765
3365-SAIGS,0.5835727721379901
5399-ZIMKF,0.58304774359844
5937-EORGB,0.58263762852777
3199-XGZCY,0.581839920912984
9741-YLNTD,0.5802156194958263
1319-YLZJG,0.5801330444524626
6507-ZJSUR,0.5793242678336145
2754-SDJRD,0.5790071190406487
8873-GLDMH,0.578660851971562
4482-EWFMI,0.578315224205892
4450-DLLMH,0.5776728950705943
3050-GBUSH,0.5759296224273761
6496-JDSSB,0.5755850287491626
2809-ZMYOQ,0.5748581047476145
2905-KFQUV,0.5746157654822004
5216-WASFJ,0.5745108159672738
1251-STYSZ,0.573734322698751
8356-WUAOJ,0.5737170617648076
2688-BHGOG,0.5732709374614499
4301-VVZKA,0.5724280809094453
5599-HVLTW,0.5723172932398675
6719-OXYBR,0.5722566790850674
3030-YDNRM,0.5719566058732538
5117-IFGPS,0.5717560948069454
5442-BHQNG,0.5716894923212863
6583-KQJLK,0.5710937755342741
7517-LDMPS,0.5710172570897691
5928-QLDHB,0.5687218237357772
1666-JXLKU,0.5677494715857502
1866-OBPNR,0.5677005064791517
1751-NCDLI,0.5674173922029933
9633-XQABV,0.5672111494469086
0139-IVFJG,0.5670004163930876
6077-BDPXA,0.5667295466302779
7354-OIJLX,0.5663802831473473
9121-PHQSR,0.5663043102614511
2800-VEQXM,0.5662443539536808
4373-VVHQL,0.5646073942076142
4132-KALRO,0.5641390509710759
8705-WZCYL,0.5634531149283349
4727-MCYZG,0.5627218365192378
6127-IYJOZ,0.5620410970549655
3317-VLGQT,0.5619079535453885
0644-OQMDK,0.5618760515434078
0620-DLSLK,0.5606400941715288
2107-FBPTK,0.5605946020610583
1475-VWVDO,0.5601357233084859
8486-AYEQH,0.5595128737215234
4273-MBHYA,0.5591268856923102
6175-IRFIT,0.5591161760121036
3914-FDRHP,0.555644971095945
2740-TVLFN,0.5551830075559363
8695-ARGXZ,0.5549518752557722
2439-LYPMQ,0.554875207273376
2277-VWCNI,0.554795821289388
2275-RBYQS,0.5545322210963075
6833-JMZYP,0.5537269688423628
0396-YCHWO,0.5530685249947246
7426-RHZGU,0.5527799307502947
7814-LEEVE,0.5524731692664402
5968-VXZLG,0.5524512873145332
1536-HBSWP,0.5524276167182655
3518-PZXZQ,0.552253579385982
7145-FEJWU,0.5518996012246173
